"Id","duration"
1,3.49658588308817
2,9.25250164446992
3,3.32333998846232
4,4.79593009278205
5,4.9691759874079
6,5.95074811320328
7,5.22904482934668
8,5.22904482934668
9,5.3443874820128
10,4.6226841981562
11,4.47815800888355
12,6.12399400782913
13,4.2761924089045
14,4.6514039035094
15,3.32333998846232
16,5.40229072397253
17,3.40996293577525
18,5.48891367128546
19,4.88255304009498
20,7.69328859283726
21,3.9297006196528
22,4.2761924089045
23,3.61192853575429
24,3.40996293577525
25,4.9978956927611
26,4.6226841981562
27,4.01632356696572
28,5.17114158738695
29,4.53606125084328
30,3.95842032500599
31,6.04745259389168
32,4.79593009278205
33,3.5832088304011
34,4.6226841981562
35,3.49658588308817
36,4.18956946159157
37,4.6226841981562
38,3.9297006196528
39,5.05579893472083
40,6.38386284976791
41,5.31566777665961
42,5.60425632395158
43,4.18956946159157
44,6.26852019710179
45,6.91368206702093
46,3.95842032500599
47,3.75645472502695
48,4.70930714546913
49,3.69855148306722
50,4.18956946159157
51,3.9297006196528
52,4.70930714546913
53,4.2761924089045
54,3.87179737769307
55,3.5832088304011
56,4.56478095619647
57,4.9691759874079
58,4.01632356696572
59,5.31566777665961
60,7.52004269821141
61,4.88255304009498
62,6.12399400782913
63,4.53606125084328
64,4.01632356696572
65,5.40229072397253
66,3.49658588308817
67,6.00865135516301
68,5.83540546053716
69,4.70930714546913
70,3.49658588308817
71,6.00865135516301
72,3.40996293577525
73,3.15009409383647
74,3.5832088304011
75,4.44943830353035
76,3.78517443038014
77,5.83540546053716
78,3.66983177771402
79,4.44943830353035
80,4.56478095619647
81,4.2761924089045
82,4.2761924089045
83,3.66983177771402
84,5.40229072397253
85,4.36281535621743
86,4.6226841981562
87,3.61192853575429
88,4.79593009278205
89,6.39394438314338
90,5.22904482934668
91,3.49658588308817
92,6.26852019710179
93,3.66983177771402
94,4.88255304009498
95,6.26852019710179
96,3.5832088304011
97,5.83540546053716
98,4.53606125084328
99,4.2761924089045
100,3.78517443038014
101,4.53606125084328
102,3.95842032500599
103,3.32333998846232
104,3.49658588308817
105,3.78517443038014
106,6.65381322508216
107,4.2761924089045
108,4.47815800888355
109,3.95842032500599
110,3.69855148306722
111,5.31566777665961
112,6.09527430247594
113,3.9297006196528
114,4.56478095619647
115,3.69855148306722
116,5.92202840785009
117,3.78517443038014
118,4.01632356696572
119,4.88255304009498
120,4.79593009278205
121,4.01632356696572
122,3.9297006196528
123,3.5832088304011
124,6.5092870358095
125,4.01632356696572
126,4.88255304009498
127,4.36281535621743
128,3.9297006196528
129,4.2761924089045
130,5.83540546053716
131,4.79593009278205
132,4.2761924089045
133,3.87179737769307
134,4.2761924089045
135,6.09527430247594
136,4.30491211425769
137,4.2761924089045
138,5.48891367128546
139,3.32333998846232
140,4.53606125084328
141,5.66215956591131
142,4.6226841981562
143,3.40996293577525
144,4.6226841981562
145,4.9691759874079
146,4.2761924089045
147,4.18956946159157
148,5.40229072397253
149,3.32333998846232
150,6.29723990245498
151,5.86412516589035
152,4.2761924089045
153,4.10294651427865
154,5.40229072397253
155,4.70930714546913
156,4.53606125084328
157,4.01632356696572
158,5.92202840785009
159,3.84307767233987
160,4.36281535621743
161,5.83540546053716
162,3.75645472502695
163,4.2761924089045
164,4.2761924089045
165,5.83540546053716
166,4.9691759874079
167,4.2761924089045
168,3.69855148306722
169,7.86653448746311
170,4.36281535621743
171,4.6514039035094
172,3.40996293577525
173,4.56478095619647
174,3.69855148306722
175,5.57553661859838
176,5.31566777665961
177,3.84307767233987
178,3.78517443038014
179,3.49658588308817
180,3.49658588308817
181,3.87179737769307
182,4.01632356696572
183,3.40996293577525
184,4.01632356696572
185,6.09527430247594
186,3.5832088304011
187,5.92202840785009
188,4.18956946159157
189,3.9297006196528
190,4.04504327231892
191,3.66983177771402
192,3.66983177771402
193,4.18956946159157
194,4.01632356696572
195,3.49658588308817
196,3.66983177771402
197,6.18189724978886
198,3.87179737769307
199,5.14242188203376
200,6.18189724978886
